user_id,brand_id,type,visit_datetime
10944750,13451,0,6月4日
10944750,13451,2,6月4日
10944750,13451,2,6月4日
10944750,13451,0,6月4日
10944750,13451,0,6月4日
10944750,13451,0,6月4日
10944750,13451,0,6月4日
10944750,13451,0,6月4日
10944750,21110,0,6月7日
10944750,1131,0,7月23日
10944750,1131,0,7月23日
10944750,8689,0,5月2日
10944750,8689,2,5月2日
10944750,8689,2,5月2日
10944750,8689,0,5月2日
10944750,8689,0,5月2日
10944750,26619,0,6月28日
10944750,5185,0,7月10日
10944750,18575,0,5月2日
10944750,23662,0,6月19日
10944750,23662,0,6月19日
10944750,24955,0,7月26日
10944750,155,0,8月7日
10944750,155,3,8月7日
10944750,15761,0,4月24日
10944750,15761,0,4月24日
10944750,15761,0,4月24日
10944750,15761,0,4月24日
10944750,19673,0,7月5日
10944750,19673,0,7月5日
10944750,19673,0,7月5日
10944750,19673,0,7月5日
10944750,19673,0,7月4日
10944750,19673,0,7月4日
10944750,19673,1,7月5日
10944750,15315,0,6月1日
10944750,15315,0,6月1日
10944750,15980,0,5月2日
10944750,1996,0,5月2日
10944750,1996,0,5月2日
10944750,1996,0,5月2日
10944750,1996,0,5月2日
10944750,13779,0,7月8日
10944750,21501,0,7月7日
10944750,21501,0,7月7日
10944750,21501,0,7月7日
10944750,21501,0,7月7日
10944750,23251,0,6月14日
10944750,23251,0,6月14日
10944750,23251,0,6月14日
10944750,11465,0,6月28日
10944750,6290,0,5月16日
10944750,6290,0,5月20日
10944750,6290,0,5月16日
10944750,18730,0,8月7日
10944750,18730,0,8月7日
10944750,14580,0,7月26日
10944750,14580,0,5月2日
10944750,7373,0,6月11日
10944750,7373,0,6月11日
10944750,7373,0,6月11日
10944750,7373,0,6月11日
10944750,4078,0,5月15日
10944750,8628,0,6月10日
10944750,8628,0,6月10日
10944750,8628,0,6月10日
10944750,8628,0,6月10日
10944750,8628,0,6月10日
10944750,25687,0,5月8日
10944750,25687,0,6月6日
10944750,25687,0,8月9日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,7月2日
10944750,25687,0,7月25日
10944750,25687,0,5月15日
10944750,25687,0,7月2日
10944750,25687,0,5月15日
10944750,25687,0,8月9日
10944750,25687,0,7月25日
10944750,25687,0,5月17日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月15日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,5月8日
10944750,25687,0,7月2日
10944750,25687,0,6月15日
10944750,25687,0,6月15日
10944750,25687,0,7月2日
10944750,25687,2,5月8日
10944750,25687,0,7月2日
10944750,25687,0,5月17日
10944750,25687,0,5月15日
10944750,25687,0,6月15日
10944750,25687,0,5月17日
10944750,25687,0,8月13日
10944750,25687,0,8月9日
10944750,25687,0,6月6日
10944750,25687,0,5月8日
10944750,25687,0,5月15日
10944750,9817,0,6月11日
10944750,9817,0,6月11日
10944750,23564,0,7月2日
10944750,29547,0,7月9日
10944750,29547,0,7月9日
10944750,29547,0,7月9日
10944750,12055,0,7月2日
10944750,12055,0,7月2日
10944750,12055,0,7月2日
10944750,12055,0,7月2日
10944750,3631,0,5月24日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,1461,0,6月9日
10944750,1461,0,6月10日
10944750,1461,0,6月9日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,1461,0,6月9日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,1461,0,6月10日
10944750,22416,0,7月31日
10944750,19414,0,6月28日
10944750,24869,0,4月18日
10944750,7150,0,6月7日
10944750,7150,1,6月7日
10944750,7150,0,6月7日
10944750,5357,0,5月8日
10944750,6294,0,7月13日
10944750,6294,0,7月13日
10944750,6294,0,7月13日
10944750,7737,0,5月30日
10944750,11638,0,5月8日
10944750,11026,0,5月2日
10944750,10480,0,5月2日
10944750,10480,0,5月2日
10944750,10970,0,7月3日
10944750,10970,0,7月3日
10944750,18697,0,7月26日
10944750,8719,0,6月6日
10944750,8719,0,5月1日
10944750,8719,0,6月6日
10944750,8719,0,8月6日
10944750,8719,0,8月6日
10944750,8719,0,5月1日
10944750,8719,0,8月6日
10944750,8719,0,5月1日
10944750,8719,0,6月6日
10944750,8719,0,7月3日
10944750,1472,0,5月2日
10944750,21672,0,6月23日
10944750,13592,0,7月2日
10944750,13592,0,7月2日
10944750,13592,0,7月2日
10944750,12490,0,6月11日
10944750,12490,0,6月11日
10944750,12490,0,6月11日
10944750,17920,0,7月28日
10944750,17920,0,7月28日
10944750,17920,0,7月28日
10944750,17920,0,7月28日
10944750,13450,0,8月15日
10944750,13450,0,8月15日
10944750,13450,0,8月15日
10944750,11776,0,6月24日
10944750,25933,0,7月22日
10944750,28504,0,5月24日
10944750,22086,0,7月31日
10944750,6918,0,7月10日
10944750,6918,0,7月10日
10944750,6918,0,8月9日
10944750,6918,0,7月10日
10944750,28011,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,11022,0,5月2日
10944750,2826,0,6月10日
10944750,2826,0,6月7日
10944750,25372,0,7月3日
10944750,25372,0,7月3日
10944750,25372,1,7月3日
10944750,25372,1,7月3日
10944750,25372,0,7月12日
10944750,25372,0,6月10日
10944750,25372,0,7月3日
10944750,25372,0,7月3日
10944750,25372,0,7月9日
10944750,25372,0,7月3日
10944750,25372,0,7月3日
10944750,25372,0,7月3日
10944750,25372,0,7月3日
10944750,25372,0,7月3日
10944750,6080,0,5月24日
10944750,11942,2,5月2日
10944750,11942,0,5月2日
10944750,679,0,6月24日
10944750,19166,0,5月1日
10944750,28230,0,7月23日
10944750,28230,0,7月23日
10944750,24359,0,7月4日
10944750,12599,0,6月11日
10944750,12599,0,6月11日
10944750,12599,0,7月3日
10944750,12599,0,6月11日
10944750,12599,0,6月11日
10944750,28752,0,7月31日
10944750,28752,1,7月31日
10944750,28752,0,7月31日
10944750,28752,1,7月31日
10944750,11080,0,8月10日
10944750,11080,0,8月9日
10944750,11080,0,8月9日
10944750,11167,0,6月10日
10944750,11167,0,6月10日
10944750,24193,0,8月8日
10944750,24193,0,8月8日
12028500,18024,0,7月20日
12028500,8519,0,8月3日
12028500,8519,0,8月3日
12028500,8519,0,8月3日
12028500,8519,0,8月3日
12028500,8519,0,8月3日
12028500,20386,0,7月12日
12028500,21392,0,8月1日
12028500,21392,0,8月1日
12028500,21392,1,8月3日
12028500,21392,0,8月1日
12028500,21392,1,8月3日
12028500,28059,0,8月14日
12028500,28059,0,8月14日
12028500,21293,0,7月28日
12028500,13431,0,7月30日
12028500,15935,0,7月8日
12028500,16540,1,7月19日
12028500,16540,0,7月19日
12028500,27014,0,7月3日
12028500,16540,0,7月19日
12028500,18496,1,8月4日
12028500,18496,0,8月4日
12028500,22380,0,7月16日
12028500,17739,0,7月15日
12028500,17739,0,7月15日
12028500,9922,0,7月8日
12028500,15686,0,7月19日
12028500,9922,0,7月8日
12028500,2173,0,8月5日
12028500,18665,0,7月20日
12028500,2173,0,8月5日
12028500,1428,0,7月27日
12028500,661,0,7月27日
12028500,622,0,5月6日
